1	0.66711	1	2	1	1	48	1	0
1	0.57484	1	1	1	1	48	2	0
1	0.75812	1	2	1	1	48	1	1
1	0.72952	1	1	1	1	48	2	0
1	0.68339	1	2	1	1	48	1	0
1	0.69607	1	1	1	1	48	2	0
1	0.65426	1	2	1	1	48	2	0
1	0.63006	1	1	1	1	48	1	0
1	0.72535	1	2	1	1	48	2	0
1	0.77129	1	1	1	1	48	1	0
1	0.72139	1	2	1	1	48	2	0
1	0.70482	1	1	1	1	48	1	0
1	0.75163	0	2	2	0	48	1	0
1	0.70917	1	1	1	1	48	2	0
1	0.7514	1	2	1	1	48	1	0
1	0.72166	1	1	1	1	48	2	0
1	0.80139	1	2	1	1	48	1	0
1	0.78488	1	1	1	1	48	2	0
1	0.80164	1	2	1	1	48	2	0
1	0.8017	1	1	1	1	48	2	1
1	0.80187	1	2	1	1	48	2	0
1	0.70564	1	1	1	1	48	2	0
1	0.74789	1	2	1	1	48	1	0
0	0	1	1	2	0	48	1	0
1	0.77229	1	2	1	1	48	2	1
1	0.8023	1	1	1	1	48	2	0
1	0.80239	1	2	1	1	48	2	0
1	0.71898	1	1	1	1	48	2	0
1	0.79854	1	2	1	1	48	2	0
1	0.80231	1	1	1	1	48	1	0
0	0	1	2	2	0	48	1	0
0	0	1	1	2	0	48	1	0
1	0.78948	1	2	1	1	48	1	0
1	0.70256	1	1	1	1	48	2	0
1	0.79858	1	2	1	1	48	1	0
1	0.79886	1	1	1	1	48	2	0
1	0.80259	1	2	1	1	48	1	0
0	0	1	1	2	0	48	2	0
1	0.79967	1	2	1	1	48	2	0
1	0.73657	1	1	1	1	48	2	0
1	0.79952	1	2	1	1	48	1	0
1	0.79944	1	1	1	1	48	1	0
1	0.79946	1	2	1	1	48	2	0
1	0.79917	1	1	1	1	48	1	0
1	0.79953	1	2	1	1	48	2	0
0	0	0	1	1	1	48	2	0
1	0.79988	1	2	1	1	48	1	0
1	0.74994	1	1	1	1	48	1	0
1	0.76228	1	2	1	1	48	1	0
1	0.72009	1	1	1	1	48	1	0
1	0.7868	1	2	1	1	48	2	0
1	0.76279	1	1	1	1	48	1	0
1	0.77439	1	2	1	1	48	2	0
0	0	0	1	1	1	48	2	0
0	0	1	2	2	0	48	2	0
1	0.79648	1	1	1	1	48	2	0
1	0.79982	1	2	1	1	48	1	0
1	0.79608	1	1	1	1	48	1	0
0	0	1	2	2	0	48	1	0
1	0.80096	1	1	1	1	48	2	0
1	0.80066	1	2	1	1	48	1	0
0	0	1	1	2	0	48	2	0
1	0.7337	1	2	1	1	48	1	0
1	0.72102	1	1	1	1	48	2	0
0	0	1	2	2	0	48	1	0
1	0.78801	1	1	1	1	48	2	0
0	0	0	2	1	1	48	1	0
1	0.80121	1	1	1	1	48	2	0
1	0.8013	1	2	1	1	48	1	0
1	0.80128	1	1	1	1	48	1	1
1	0.79735	1	2	1	1	48	2	0
0	0	1	1	2	0	48	1	0
1	0.74257	1	2	1	1	48	1	0
1	0.73849	1	1	1	1	48	1	0
0	0	1	2	2	0	48	2	0
1	0.72203	1	1	1	1	48	2	0
0	0	1	2	2	0	48	1	0
1	0.71447	1	1	1	1	48	1	0
1	0.79783	1	2	1	1	48	2	0
0	0	0	1	1	1	48	2	0
1	0.80202	1	2	1	1	48	2	0
1	0.80202	1	1	1	1	48	2	0
1	0.80226	1	2	1	1	48	1	0
1	0.80248	1	1	1	1	48	1	1
1	0.80242	1	2	1	1	48	2	0
1	0.8025	1	1	1	1	48	2	1
1	0.79862	1	2	1	1	48	1	0
1	0.79866	1	1	1	1	48	1	0
1	0.79847	1	2	1	1	48	1	0
1	0.80249	1	1	1	1	48	1	1
1	0.76149	1	2	1	1	48	1	0
1	0.79006	1	1	1	1	48	2	0
1	0.79866	1	2	1	1	48	2	0
1	0.79954	1	1	1	1	48	1	0
0	0	1	2	2	0	48	1	0
0	0	1	1	2	0	48	2	0
0	0	0	2	1	1	48	1	0
1	0.79913	1	1	1	1	48	2	0
1	0.79936	1	2	1	1	48	2	0
1	0.79928	1	1	1	1	48	2	0
0	0	1	2	2	0	48	1	0
1	0.80011	1	1	1	1	48	2	0
1	0.79964	1	2	1	1	48	2	0
1	0.80043	1	1	1	1	48	1	0
1	0.8	1	2	1	1	48	1	0
1	0.79968	1	1	1	1	48	2	0
1	0.79976	1	2	1	1	48	2	0
1	0.80037	1	1	1	1	48	2	0
1	0.6627	1	2	1	1	48	1	0
1	0.80007	1	1	1	1	48	2	0
0	0	0	2	1	1	48	1	0
1	0.78742	1	1	1	1	48	2	0
1	0.79603	1	2	1	1	48	2	0
1	0.80084	1	1	1	1	48	1	0
1	0.80071	1	2	1	1	48	1	0
1	0.80071	1	1	1	1	48	2	0
1	0.80078	1	2	1	1	48	1	0
1	0.80089	1	1	1	1	48	1	0
1	0.79648	1	2	1	1	48	1	0
1	0.80111	1	1	1	1	48	1	0
1	0.70894	0	2	2	0	48	2	0
1	0.80143	1	1	1	1	48	2	0
0	0	0	2	1	1	48	1	0
1	0.80144	1	1	1	1	48	2	0
1	0.80189	1	2	1	1	48	1	0
1	0.80156	1	1	1	1	48	2	0
1	0.7926	0	2	2	0	48	2	1
0	0	0	1	1	1	48	1	0
1	0.80171	1	2	1	1	48	1	0
1	0.80186	1	1	1	1	48	2	0
1	0.80189	1	2	1	1	48	1	0
1	0.80182	1	1	1	1	48	1	0
1	0.8019	1	2	1	1	48	2	0
1	0.7931	1	1	1	1	48	2	0
1	0.80227	1	2	1	1	48	2	0
1	0.80232	1	1	1	1	48	1	0
1	0.8024	1	2	1	1	48	2	0
1	0.80245	1	1	1	1	48	1	1
1	0.80253	1	2	1	1	48	2	0
1	0.80243	1	1	1	1	48	1	0
1	0.75617	1	2	1	1	48	1	0
1	0.7986	1	1	1	1	48	1	0
1	0.79866	1	2	1	1	48	2	0
1	0.79883	1	1	1	1	48	2	0
1	0.73644	1	2	1	1	48	1	0
1	0.79912	1	1	1	1	48	2	0
1	0.7531	1	2	1	1	48	2	0
1	0.77835	1	1	1	1	48	2	0
1	0.75677	1	2	1	1	48	1	0
1	0.69013	1	1	1	1	48	1	0
1	0.79961	1	2	1	1	48	1	0
0	0	1	1	2	0	48	2	0
1	0.79958	1	2	1	1	48	1	0
1	0.79949	1	1	1	1	48	2	0
1	0.79895	1	2	1	1	48	2	0
1	0.7997	1	1	1	1	48	1	0
1	0.79985	1	2	1	1	48	2	0
0	0	1	1	2	0	48	2	0
1	0.79956	1	2	1	1	48	1	0
1	0.80029	1	1	1	1	48	1	0
1	0.79947	1	2	1	1	48	2	0
0	0	0	1	1	1	48	2	0
1	0.79959	1	2	1	1	48	2	0
1	0.79962	1	1	1	1	48	1	0
1	0.79984	1	2	1	1	48	1	0
1	0.79983	1	1	1	1	48	1	0
1	0.69602	1	2	1	1	48	1	0
1	0.79154	1	1	1	1	48	2	0
0	0	0	2	1	1	48	2	0
1	0.72078	1	1	1	1	48	2	0
1	0.80074	1	2	1	1	48	2	0
1	0.75853	1	1	1	1	48	1	0
1	0.71795	1	2	1	1	48	1	0
1	0.76755	1	1	1	1	48	2	0
1	0.75863	1	2	1	1	48	1	0
1	0.8009	1	1	1	1	48	2	0
1	0.8007	1	2	1	1	48	1	0
1	0.69715	1	1	1	1	48	2	0
1	0.56789	1	2	1	1	48	1	0
1	0.74236	1	1	1	1	48	1	0
1	0.75164	1	2	1	1	48	2	0
1	0.70509	1	1	1	1	48	1	0
1	0.63529	1	2	1	1	48	2	0
1	0.63486	1	1	1	1	48	1	0
1	0.7221	1	2	1	1	48	1	0
1	0.7017	1	1	1	1	48	2	0
1	0.78889	1	2	1	1	48	2	0
1	0.80186	1	1	1	1	48	1	1
0	0	1	2	2	0	48	2	0
0	0	1	1	2	0	48	1	0
1	0.80204	1	2	1	1	48	2	0
0	0	0	1	1	1	48	1	0
1	0.79781	1	2	1	1	48	1	0
1	0.80246	1	1	1	1	48	1	0
1	0.79862	1	2	1	1	48	1	0
1	0.80008	1	1	1	1	48	2	0
1	0.68191	1	2	1	1	48	1	0
1	0.79811	1	1	1	1	48	1	1
1	0.65654	1	2	1	1	48	2	0
1	0.73988	1	1	1	1	48	2	0
1	0.73221	1	2	1	1	48	2	0
1	0.76529	1	1	1	1	48	1	0
1	0.58206	1	2	1	1	48	1	0
1	0.58707	1	1	1	1	48	2	0
1	0.79033	1	2	1	1	48	1	0
1	0.69018	0	1	2	0	48	1	0
0	0	0	2	1	1	48	1	1
1	0.79971	1	1	1	1	48	2	0
1	0.79908	1	2	1	1	48	2	1
1	0.65716	0	1	2	0	48	1	0
0	0	1	2	2	0	48	2	1
0	0	0	1	1	1	48	1	0
1	0.76204	1	2	1	1	48	1	0
1	0.7702	1	1	1	1	48	1	0
1	0.72886	1	2	1	1	48	2	0
1	0.68328	1	1	1	1	48	1	0
0	0	0	2	1	1	48	2	1
1	0.80042	1	1	1	1	48	1	0
1	0.80044	1	2	1	1	48	1	0
1	0.8002	1	1	1	1	48	1	0
